ISO,Language,Dialect,Genetics,Speakers,Method,Quantity,vowel,f1,f2,f3,y,country_ids,latitude,longitude,eng.prim
glg,Galician,NA,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WesternIberian>PortugueseGalician,7,Carrier sentence,Uniform,u,318.0,705.0,NA,FALSE,ES PT,42.2446,-7.5343,FALSE
gug,Paraguayan Guarani,NA,Tupian>TupiGuarani,3,Wordlist,Uniform,u,300.0,840.0,2375,FALSE,AR PY,-25.60551,-57.08816,FALSE
gug,Paraguayan Guarani,NA,Tupian>TupiGuarani,3,Wordlist,Uniform,i,280.0,2270.0,2865,FALSE,AR PY,-25.60551,-57.08816,FALSE
guj,Gujarati,NA,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,i,243.0,2400.0,3100,FALSE,BD IN PK,22.687,71.0962,FALSE
guj,Gujarati,NA,IndoEuropean>IndoIranian>IndoAryan>Western,3,Isolation,Uniform,u,297.0,683.0,2600,FALSE,BD IN PK,22.687,71.0962,FALSE
guk,Gumuz,NA,NiloSaharan>Komuz,1,Running speech,Uniform,u,360.0,820.0,NA,FALSE,ET SD,11.05,35.93,FALSE
guk,Gumuz,NA,NiloSaharan>Komuz,1,Running speech,Uniform,i,360.0,1965.0,NA,FALSE,ET SD,11.05,35.93,FALSE
gup,Kunwinjku,NA,Australian>Gunwingguan,3,Carrier sentence,Uniform,i,339.0,2151.0,2781,FALSE,AU,-12.3398,133.358,TRUE
gup,Kunwinjku,NA,Australian>Gunwingguan,3,Carrier sentence,Uniform,u,389.0,1079.0,2989,FALSE,AU,-12.3398,133.358,TRUE
gwj,G|wi,NA,KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi,5,Wordlist,Uniform,u,250.0,790.0,NA,FALSE,BW,-22.2708,21.9431,FALSE
gwj,G|wi,NA,KwadiKhoe>Khoe>Kalahari>West>G||ana-G|wi,5,Wordlist,Uniform,i,240.0,2190.0,NA,FALSE,BW,-22.2708,21.9431,FALSE
hak,Hakka,Meixian,Sinitic>Chinese>Gan,5,Carrier sentence,Uniform,i,275.0,2226.0,3350,FALSE,CN TW,25.0,116.0,FALSE
hak,Hakka,Meixian,Sinitic>Chinese>Gan,5,Carrier sentence,Uniform,u,379.0,796.0,2740,FALSE,CN TW,25.0,116.0,FALSE
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Long,u,315.0,910.0,NA,FALSE,BF BJ CM NE NG TD,11.1513,8.7804,FALSE
hau,Hausa,Kano,AfroAsiatic>Chadic>WestChadic>WestChadicA,10,Carrier sentence,Long,i,265.0,2230.0,NA,FALSE,BF BJ CM NE NG TD,11.1513,8.7804,FALSE
heb,Hebrew,Standard,AfroAsiatic>Semitic>West>Central>NorthWest>Canaanite,6,Isolation,Uniform,u,320.0,783.0,2410,FALSE,IL JO LB PS SY,31.1056,35.0179,FALSE
hts,Hadza,NA,Isolate,3,Wordlist,Uniform,i,345.0,2075.0,NA,FALSE,TZ,-3.83115,35.0458,FALSE
hts,Hadza,NA,Isolate,3,Wordlist,Uniform,u,335.0,1245.0,NA,FALSE,TZ,-3.83115,35.0458,FALSE
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,u,270.0,680.0,NA,TRUE,AT HR HU RO RS SI SK UA,46.9068585714,19.6555271429,FALSE
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,y,310.0,1650.0,NA,TRUE,AT HR HU RO RS SI SK UA,46.9068585714,19.6555271429,FALSE
hun,Hungarian,Standard,Uralic>FinnoUgric>Ugric,2,Meaningful sentence,Long,i,270.0,2300.0,NA,TRUE,AT HR HU RO RS SI SK UA,46.9068585714,19.6555271429,FALSE
iai,Iaai,NA,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,u,328.0,829.0,NA,TRUE,NC,-20.6301,166.59,FALSE
iai,Iaai,NA,Austronesian>MalayoPolynesian>Oceanic>Southern>NewCaledonianLoyalties>LoyaltyIslands,1,Wordlist,Long,y,265.0,1799.0,NA,TRUE,NC,-20.6301,166.59,FALSE
ibo,Igbo,NA,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,i,281.0,2353.0,NA,FALSE,NG,4.62705,7.23441,FALSE
ibo,Igbo,NA,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Igboid>Igbo,1,Wordlist,Uniform,u,281.0,849.0,NA,FALSE,NG,4.62705,7.23441,FALSE
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,u,316.0,808.0,XXX,FALSE,BJ TG,7.63568,1.58494,FALSE
ife,Ife,Tchetti,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Defoid>Yoruboid>Edekiri,3,Wordlist,Uniform,i,279.0,2203.0,XXX,FALSE,BJ TG,7.63568,1.58494,FALSE
ind,Indonesian,NA,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,u,320.0,914.0,2406,FALSE,ID NL PH SA SG US,-7.33458,109.716,FALSE
ind,Indonesian,NA,Austronesian>MalayoPolynesian>NuclearMP>MalayoSumbawan>Malayic>Malayan>Malay,10,Isolation,Uniform,i,287.0,2413.0,2860,FALSE,ID NL PH SA SG US,-7.33458,109.716,FALSE
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,i,268.0,2320.0,3155,FALSE,IS,63.4837,-19.0212,FALSE
isl,Icelandic,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,2,Wordlist,Long,u,313.0,705.0,2575,FALSE,IS,63.4837,-19.0212,FALSE
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,u,325.0,701.0,2271,FALSE,AT CH FR HR IT SI SM VA,43.0464,12.6489,FALSE
ita,Italian,Florence,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,25,Isolation,Uniform,i,298.0,2138.0,2809,FALSE,AT CH FR HR IT SI SM VA,43.0464,12.6489,FALSE
kal,Greenlandic,Holsteinborg,EskimoAleut>Eskimo>Inuit,1,Wordlist,Uniform,i,317.0,2067.0,2925,FALSE,GL,69.3761,-52.864,FALSE
kal,Greenlandic,Holsteinborg,EskimoAleut>Eskimo>Inuit,1,Wordlist,Uniform,u,330.0,1030.0,NA,FALSE,GL,69.3761,-52.864,FALSE
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Long,u,385.0,918.0,2671,FALSE,IN,13.5878,76.1198,FALSE
kan,Kannada,Mysore,Dravidian>Southern>TamilKannada,10,Carrier sentence,Long,i,348.0,2337.0,3025,FALSE,IN,13.5878,76.1198,FALSE
kat,Georgian,Standard,SouthCaucasian,1,Wordlist,Uniform,i,325.0,2135.0,NA,FALSE,AM AZ GE IR RU TR,41.850397,43.78613,FALSE
kat,Georgian,Standard,SouthCaucasian,1,Wordlist,Uniform,u,440.0,1010.0,NA,FALSE,AM AZ GE IR RU TR,41.850397,43.78613,FALSE
kaz,Kazakh,NA,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,uÌˆ,400.0,1400.0,NA,TRUE,AF CN IR KG KZ MN RU TJ TM UZ,41.8729,65.7709,FALSE
kaz,Kazakh,NA,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,y,450.0,1100.0,NA,TRUE,AF CN IR KG KZ MN RU TJ TM UZ,41.8729,65.7709,FALSE
kaz,Kazakh,NA,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,i,400.0,1850.0,2400,TRUE,AF CN IR KG KZ MN RU TJ TM UZ,41.8729,65.7709,FALSE
kaz,Kazakh,NA,Altaic>Turkic>Kypchak>KypchakNogay,1,Isolation,Uniform,u,400.0,1e3,NA,TRUE,AF CN IR KG KZ MN RU TJ TM UZ,41.8729,65.7709,FALSE
kdt,Kuy,NA,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,i,480.0,2355.0,3115,FALSE,KH LA TH,14.6698,104.911,FALSE
kdt,Kuy,NA,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>VietoKatuic>Katuic,1,Wordlist,Long,u,495.0,940.0,2810,FALSE,KH LA TH,14.6698,104.911,FALSE
ker,Kera,NA,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,i,320.0,2090.0,NA,FALSE,CM TD,9.88165,15.1419,FALSE
ker,Kera,NA,AfroAsiatic>Chadic>East>A>KwangKera,12,Running speech,Uniform,u,340.0,925.0,NA,FALSE,CM TD,9.88165,15.1419,FALSE
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,i,367.0,1995.0,2823,FALSE,MN RU,48.324,106.289,FALSE
khk,Khalkha,Bajanhongor,Altaic>Mongolic>Eastern,1,Wordlist,Long,u,357.0,823.0,2713,FALSE,MN RU,48.324,106.289,FALSE
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,i,263.0,2381.0,NA,FALSE,KH LA TH VN,12.0515,105.015,FALSE
khm,Khmer,Battambang,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,u,315.0,680.0,NA,FALSE,KH LA TH VN,12.0515,105.015,FALSE
kiy,Kirikiri,NA,LakesPlan>Tariku>West,1,Wordlist,Uniform,i,420.0,1980.0,NA,FALSE,ID,-3.18494,137.282,FALSE
kiy,Kirikiri,NA,LakesPlan>Tariku>West,1,Wordlist,Uniform,u,435.0,900.0,NA,FALSE,ID,-3.18494,137.282,FALSE
kma,Konni,NA,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,u,410.0,980.0,NA,FALSE,GH,10.2368,-1.54376,FALSE
kma,Konni,NA,NigerCongo>AtlanticCongo>VoltaCongo>North>Gur>Central>Northern>OtiVolta>BuliKoma,1,Wordlist,Uniform,i,370.0,1770.0,NA,FALSE,GH,10.2368,-1.54376,FALSE
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,u,268.0,834.0,XXX,FALSE,GH TG,7.44776,0.83312,FALSE
kpo,Ikposo,Uwi,NiloSaharan>EasternSudanic>Nilotic>Western>Luo>Southern>LuoAcholi>AlurAcholi>LangoAcholi,3,Wordlist,Uniform,i,229.0,2207.0,XXX,FALSE,GH TG,7.44776,0.83312,FALSE
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,i,272.0,1926.0,NA,FALSE,RU,64.0527,54.946,FALSE
kpv,Komi,Zyrian,Uralic>FinnoUgric>FinnoPermic>Permic,4,Meaningful sentence,Uniform,u,213.0,568.0,NA,FALSE,RU,64.0527,54.946,FALSE
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,u,310.0,695.0,2473,FALSE,CF TD,9.39388,19.2566,FALSE
kwv,Nar,Doro,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Uniform,i,273.0,2342.0,2863,FALSE,CF TD,9.39388,19.2566,FALSE
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,i,287.0,2387.0,NA,FALSE,KH TH,14.4674,103.863,FALSE
kxm,Northern Khmer,Surin,AustroAsiatic>NuclearMonKhmer>KhmeroVietic>KhmeroBahnaric>Khmeric,1,Wordlist,Long,u,287.0,687.0,NA,FALSE,KH TH,14.4674,103.863,FALSE
kyr,Kuruaya,NA,Tupian>Munduruku,1,Wordlist,Uniform,i,357.0,2052.0,2878,FALSE,BR,-3.09561,-52.2303,FALSE
laj,Lango,NA,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,i,300.0,2100.0,NA,FALSE,UG,2.13867,33.0553,FALSE
laj,Lango,NA,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili,1,Wordlist,Uniform,u,355.0,710.0,NA,FALSE,UG,2.13867,33.0553,FALSE
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,u,325.0,589.0,2239,FALSE,BY EE LT LV RU,56.826108,24.309118,FALSE
lav,Latvian,Standard,IndoEuropean>BaltoSlavic>Baltic>Eastern,3,Isolation,Long,i,286.0,2189.0,2947,FALSE,BY EE LT LV RU,56.826108,24.309118,FALSE
lln,Lele,NA,AfroAsiatic>Chadic>East>A>A2>1,1,Running speech,Uniform,u,305.0,1115.0,NA,FALSE,TD,9.158,15.81149,FALSE
lln,Lele,NA,AfroAsiatic>Chadic>East>A>A2>1,1,Running speech,Uniform,i,340.0,2175.0,NA,FALSE,TD,9.158,15.81149,FALSE
luo,Dholuo,NA,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,i,254.0,2106.0,2826,FALSE,KE TZ,-0.93296,34.4896,FALSE
luo,Dholuo,NA,NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi,8,Isolation,Uniform,u,270.0,884.0,2307,FALSE,KE TZ,-0.93296,34.4896,FALSE
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,u,304.0,754.0,NA,FALSE,ID,-7.0,113.0,FALSE
mad,Madurese,Standard,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,1,Carrier sentence,Uniform,i,310.0,2240.0,NA,FALSE,ID,-7.0,113.0,FALSE
mai,Maithili,NA,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,i,277.0,2583.0,NA,FALSE,IN NP,26.3817,86.2211,FALSE
mai,Maithili,NA,IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari,1,Isolation,Uniform,u,330.0,777.0,NA,FALSE,IN NP,26.3817,86.2211,FALSE
maj,Jalapa Mazatec,Jalapa de Diaz,OtoManguean>Popolocan>Mazatecan,3,Wordlist,Uniform,u,410.0,1160.0,NA,FALSE,MX,18.0803,-96.4977,FALSE
maj,Jalapa Mazatec,Jalapa de Diaz,OtoManguean>Popolocan>Mazatecan,3,Wordlist,Uniform,i,380.0,2140.0,NA,FALSE,MX,18.0803,-96.4977,FALSE
mas,Maa,NA,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,i,291.0,2114.0,2843,FALSE,KE TZ,-3.1419,36.4573,FALSE
mas,Maa,NA,NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa,5,Wordlist,Uniform,u,291.0,1023.0,2277,FALSE,KE TZ,-3.1419,36.4573,FALSE
mbe,Molalla,NA,Penutian,1,Wordlist,Long,i,386.0,2295.0,NA,FALSE,US,44.556,-122.857,TRUE
mbe,Molalla,NA,Penutian,1,Wordlist,Long,u,414.0,877.0,NA,FALSE,US,44.556,-122.857,TRUE
mcw,Mawa,NA,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,u,330.0,1135.0,NA,FALSE,TD,11.7461,18.2999,FALSE
mcw,Mawa,NA,AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama,1,Running speech,Uniform,i,365.0,2200.0,NA,FALSE,TD,11.7461,18.2999,FALSE
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,i,319.0,2048.0,NA,FALSE,CF CG CM,3.45776,15.5246,FALSE
mcx,Mpiemo,Nola,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem,1,Wordlist,Uniform,u,361.0,694.0,NA,FALSE,CF CG CM,3.45776,15.5246,FALSE
mdj,Mangbetu,NA,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,u,276.0,799.0,NA,FALSE,CD,2.5511,27.0712,FALSE
mdj,Mangbetu,NA,NiloSaharan>CentralSudanic>East,5,Wordlist,Uniform,i,257.0,2179.0,NA,FALSE,CD,2.5511,27.0712,FALSE
mdm,Mayogo,NA,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,i,284.0,2142.0,2970,TRUE,CD,2.79827,27.8282,FALSE
mdm,Mayogo,NA,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,u,271.0,767.0,2310,TRUE,CD,2.79827,27.8282,FALSE
mdm,Mayogo,NA,NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern,1,Wordlist,Uniform,y,372.0,1193.0,2270,TRUE,CD,2.79827,27.8282,FALSE
mdw,Mbosi Olee,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,i,309.0,2064.0,XXX,FALSE,CG,-1.23019,15.5322,FALSE
mdw,Mbosi Olee,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi,3,Wordlist,Uniform,u,322.0,1119.0,XXX,FALSE,CG,-1.23019,15.5322,FALSE
mir,Isthmus Mixe,NA,MixeZoque>Mixe,1,Running speech,Uniform,u,341.0,1026.0,2424,FALSE,MX,16.9481,-95.0681,FALSE
mir,Isthmus Mixe,NA,MixeZoque>Mixe,1,Running speech,Uniform,i,320.0,2168.0,NA,FALSE,MX,16.9481,-95.0681,FALSE
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,u,301.0,950.0,2354,FALSE,CD CF,4.57915,19.8264,FALSE
mnh,Mono,Bili,NigerCongo>Ubangian>Banda>Central>MidSouthern,1,Wordlist,Uniform,i,300.0,1936.0,2840,FALSE,CD CF,4.57915,19.8264,FALSE
moz,Moukoulu,NA,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,i,310.0,1925.0,NA,FALSE,TD,11.8644,18.1822,FALSE
moz,Moukoulu,NA,AfroAsiatic>Chadic>East>B,1,Running speech,Uniform,u,375.0,900.0,NA,FALSE,TD,11.8644,18.1822,FALSE
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Long,u,345.0,1213.0,2330,FALSE,NZ,-38.2881,176.541,TRUE
mri,Maori,North,Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic,1,Running speech,Long,i,326.0,2178.0,2971,FALSE,NZ,-38.2881,176.541,TRUE
mus,Creek,Muskogee,Muskogean>EasternMuskogean,4,Wordlist,Long,i,325.0,2020.0,NA,FALSE,US,31.0,-87.5,TRUE
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,i,340.0,2278.0,3055,FALSE,CN MN,42.4208,110.157,FALSE
mvf,Inner Mongolian,Baarin,Altaic>Mongolic>Eastern,1,Wordlist,Long,u,320.0,780.0,2558,FALSE,CN MN,42.4208,110.157,FALSE
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,i,252.0,2331.0,3125,FALSE,TD,8.50634,17.8785,FALSE
mwm,Sar,Douyou,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,u,290.0,723.0,2530,FALSE,TD,8.50634,17.8785,FALSE
mxp,Ayutla Mixe,NA,MixeZoquean>Mixe,2,Carrier sentence,Uniform,u,367.0,836.0,2437,FALSE,MX,16.9634,-96.1186,FALSE
mxp,Ayutla Mixe,NA,MixeZoquean>Mixe,2,Carrier sentence,Uniform,i,323.0,2204.0,3065,FALSE,MX,16.9634,-96.1186,FALSE
mya,Burmese,Standard,SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern,1,Wordlist,Uniform,u,400.0,666.0,2095,FALSE,BD MM TH,20.7926,93.9665,FALSE
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,i,328.0,2520.0,NA,FALSE,CF NG TD,8.23066,15.7328,FALSE
myb,Mbay,Moissala,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,u,336.0,863.0,NA,FALSE,CF NG TD,8.23066,15.7328,FALSE
myf,Bambassi,NA,AfroAsiatic>Omotic>North>Mao>East,1,Running speech,Uniform,i,340.0,2105.0,NA,FALSE,ET,9.82554,34.6522,FALSE
myf,Bambassi,NA,AfroAsiatic>Omotic>North>Mao>East,1,Running speech,Uniform,u,310.0,1005.0,NA,FALSE,ET,9.82554,34.6522,FALSE
myu,Munduruku,NA,Tupi>Munduruku,3,Wordlist,Uniform,i,327.0,2467.0,3109,FALSE,BR,-8.41095,-57.691,FALSE
nab,Nambikwara,NA,Nambikwaran,1,Wordlist,Uniform,i,250.0,2093.0,NA,FALSE,BR,-14.3707,-59.5187,FALSE
nab,Nambikwara,NA,Nambikwaran,1,Wordlist,Uniform,u,366.0,890.0,NA,FALSE,BR,-14.3707,-59.5187,FALSE
nan,Min Taiwanese,Nan (Southern),SinoTibetan>Sinitic>Chinese>Min,3,Carrier sentence,Uniform,u,313.0,658.0,2618,FALSE,CN TW,24.5,118.17,FALSE
nan,Min Taiwanese,Nan (Southern),SinoTibetan>Sinitic>Chinese>Min,3,Carrier sentence,Uniform,i,282.0,2368.0,3269,FALSE,CN TW,24.5,118.17,FALSE
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,NA,Wordlist,Uniform,i,274.0,2475.0,NA,FALSE,IT,39.2288,16.4225,FALSE
nap,Neapolitan,Naples,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,NA,Wordlist,Uniform,u,322.0,842.0,NA,FALSE,IT,39.2288,16.4225,FALSE
nav,Navajo,NA,DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western,2,Wordlist,Long,i,250.0,2250.0,2800,FALSE,US,36.2106,-110.082,TRUE
naw,Nawuri,NA,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,u,315.0,820.0,NA,FALSE,GH,8.45116,0.04947,FALSE
naw,Nawuri,NA,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North,4,Wordlist,Long,i,280.0,2050.0,NA,FALSE,GH,8.45116,0.04947,FALSE
nde,Ndebele,NA,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda,3,Carrier sentence,Uniform,i,278.0,2052.0,NA,FALSE,BW ZM ZW,-20.2513,27.4096,FALSE
nde,Ndebele,NA,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda,3,Carrier sentence,Uniform,u,300.0,612.0,NA,FALSE,BW ZM ZW,-20.2513,27.4096,FALSE
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,i,237.0,2320.0,NA,FALSE,DE,50.771,6.092,FALSE
nds,Low German,Eastphalian,IndoEuropean>Germanic>WestGermanic>LowGerman,3,Running speech,Long,u,285.0,687.0,NA,FALSE,DE,50.771,6.092,FALSE
ndv,Ndut,NA,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,i,312.0,2010.0,3010,FALSE,SN,14.925,-16.9811,FALSE
ndv,Ndut,NA,NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin,1,Meaningful sentence,Long,u,312.0,884.0,NA,FALSE,SN,14.925,-16.9811,FALSE
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,i,280.0,2254.0,NA,FALSE,BN BT IN NP US,27.5947033333,87.6200833333,FALSE
nep,Nepali,Eastern,IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern,5,Isolation,Uniform,u,302.0,770.0,NA,FALSE,BN BT IN NP US,27.5947033333,87.6200833333,FALSE
new,Ngwe,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,i,263.0,2367.0,NA,TRUE,IN NP,27.2614,84.9577,FALSE
new,Ngwe,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,u,330.0,680.0,NA,TRUE,IN NP,27.2614,84.9577,FALSE
