ISO,Language,Dialect,Genetics,Speakers,Method,Quantity,vowel,f1,f2,f3,y,country_ids,latitude,longitude,eng.prim
new,Ngwe,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele,1,Wordlist,Uniform,y,238.0,2195.0,NA,TRUE,IN NP,27.2614,84.9577,FALSE
ngk,Dalabon,NA,Australian>Gunwingguan,1,Running speech,Uniform,u,422.0,1127.0,2657,TRUE,AU,-13.9783,133.936,TRUE
ngk,Dalabon,NA,Australian>Gunwingguan,1,Running speech,Uniform,y,467.0,1339.0,2697,TRUE,AU,-13.9783,133.936,TRUE
ngk,Dalabon,NA,Australian>Gunwingguan,1,Running speech,Uniform,i,378.0,2081.0,2815,TRUE,AU,-13.9783,133.936,TRUE
nia,Nias,NA,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform,i,260.0,2558.0,NA,FALSE,ID,0.90691,97.4961,FALSE
nia,Nias,NA,Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands,1,Wordlist,Uniform,u,268.0,717.0,NA,FALSE,ID,0.90691,97.4961,FALSE
njm,Angami,NA,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform,u,331.0,941.0,2374,FALSE,IN,25.6841,93.8668,FALSE
njm,Angami,NA,SinoTibetan>TibetoBurman>AngamiPochuri,4,Carrier sentence,Uniform,i,301.0,2403.0,3028,FALSE,IN,25.6841,93.8668,FALSE
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,i,301.0,2293.0,3037,TRUE,IN,26.3241,94.3824,FALSE
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,u,342.0,658.0,2512,TRUE,IN,26.3241,94.3824,FALSE
njo,Ao,Mongsen,SinoTibetan>TibetoBurman>KukiChinNaga>Naga,1,Wordlist,Uniform,y,310.0,1691.0,2671,TRUE,IN,26.3241,94.3824,FALSE
nmn,!Xoo,Lone Tree,Khoisan>SouthernAfrica>Southern>Hua,1,Wordlist,Uniform,i,255.0,2530.0,NA,FALSE,BW,-24.20022,20.79583,FALSE
nmn,!Xoo,Lone Tree,Khoisan>SouthernAfrica>Southern>Hua,1,Wordlist,Uniform,u,290.0,840.0,NA,FALSE,BW,-24.20022,20.79583,FALSE
nnb,Kinande,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,u,262.0,917.0,2668,FALSE,CD UG,-0.24904,29.0243,FALSE
nnb,Kinande,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo,1,Wordlist,Uniform,i,261.0,2234.0,2899,FALSE,CD UG,-0.24904,29.0243,FALSE
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,u,348.0,874.0,2338,TRUE,FI NO RU SE,59.92,10.71,FALSE
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,y,302.0,2153.0,2479,TRUE,FI NO RU SE,59.92,10.71,FALSE
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,i,309.0,2281.0,3230,TRUE,FI NO RU SE,59.92,10.71,FALSE
nor,Norwegian,Standard,IndoEuropean>Germanic>NorthGermanic>WestScandinavian,13,Wordlist,Long,y,330.0,1724.0,2176,TRUE,FI NO RU SE,59.92,10.71,FALSE
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,NA,Wordlist,Uniform,u,379.0,967.0,2854,FALSE,CN MM,27.2887,98.7333,FALSE
nun,Anong,Mugujia,SinoTibetan>TibetoBurman>Nungish,NA,Wordlist,Uniform,i,356.0,2096.0,3500,FALSE,CN MM,27.2887,98.7333,FALSE
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,i,238.0,2390.0,2800,TRUE,AD ES FR IT MC,44.1415,6.82979,FALSE
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,u,273.0,887.0,2581,TRUE,AD ES FR IT MC,44.1415,6.82979,FALSE
oci,Occitan,Roergue Lengadocian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance,1,Carrier sentence,Uniform,y,271.0,1763.0,2361,TRUE,AD ES FR IT MC,44.1415,6.82979,FALSE
ogo,Khana,NA,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,i,280.0,2e3,NA,FALSE,NG,4.70908,7.44363,FALSE
ogo,Khana,NA,NigerCongo>AtlanticCongo>BenueCongo>Ogoni,4,Wordlist,Uniform,u,283.0,818.0,NA,FALSE,NG,4.70908,7.44363,FALSE
pan,Punjabi,Doabi,IndoEuropean>IndoIranian>IndoAryan,6,Wordlist,Long,i,265.0,2637.0,2890,FALSE,BD IN PK,30.0368,75.6702,FALSE
pan,Punjabi,Doabi,IndoEuropean>IndoIranian>IndoAryan,6,Wordlist,Long,u,396.0,976.0,2442,FALSE,BD IN PK,30.0368,75.6702,FALSE
pav,Wari',NA,ChapacuraWanham>Madeira,6,Wordlist,Uniform,i,325.0,2170.0,2920,TRUE,BR,-10.69948,-64.56152,FALSE
pav,Wari',NA,ChapacuraWanham>Madeira,6,Wordlist,Uniform,y,355.0,2005.0,2490,TRUE,BR,-10.69948,-64.56152,FALSE
pbu,Pashto,Northern,IndoEuropean>IndoIranian>Iranian>Eastern>SouthEastern,5,Wordlist,Long,i,304.0,2034.0,2660,FALSE,AF IN PK,34.0,71.33,FALSE
pbu,Pashto,Northern,IndoEuropean>IndoIranian>Iranian>Eastern>SouthEastern,5,Wordlist,Long,u,315.0,981.0,2281,FALSE,AF IN PK,34.0,71.33,FALSE
pei,Chichimeca,NA,OtoManguean>OtoPame,1,Wordlist,Uniform,i,268.0,2175.0,2926,TRUE,MX,21.2943,-100.524,FALSE
pei,Chichimeca,NA,OtoManguean>OtoPame,1,Wordlist,Uniform,u,294.0,728.0,2527,TRUE,MX,21.2943,-100.524,FALSE
pei,Chichimeca,NA,OtoManguean>OtoPame,1,Wordlist,Uniform,y,293.0,2002.0,2441,TRUE,MX,21.2943,-100.524,FALSE
pol,Polish,Standard,IndoEuropean>BaltoSlavic>Slavic>West>Lechitic,3,Wordlist,Uniform,i,305.0,2086.0,3045,FALSE,BY CZ DE LT PL RU SK UA,51.8439,18.6255,FALSE
pol,Polish,Standard,IndoEuropean>BaltoSlavic>Slavic>West>Lechitic,3,Wordlist,Uniform,u,389.0,1025.0,2435,FALSE,BY CZ DE LT PL RU SK UA,51.8439,18.6255,FALSE
por,Portuguese,Blumenau Brazilian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian,3,Wordlist,Uniform,i,337.0,2118.0,2695,FALSE,AD AR BO BR CO ES FR GF GY PE PT PY SR UY VE,39.91,-8.1,FALSE
por,Portuguese,Blumenau Brazilian,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian,3,Wordlist,Uniform,u,330.0,783.0,NA,FALSE,AD AR BO BR CO ES FR GF GY PE PT PY SR UY VE,39.91,-8.1,FALSE
pri,Paici,NA,Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern,5,Wordlist,Uniform,i,280.0,2106.0,2948,FALSE,NC,-21.096,165.15,FALSE
pri,Paici,NA,Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern,5,Wordlist,Uniform,u,318.0,787.0,2320,FALSE,NC,-21.096,165.15,FALSE
prk,Wa,Kunming,AustroAsiatic>MonKhmer>Northern>Palaungic>Waic,1,Wordlist,Uniform,i,315.0,2488.0,NA,FALSE,CN MM,22.8658,99.375,FALSE
prk,Wa,Kunming,AustroAsiatic>MonKhmer>Northern>Palaungic>Waic,1,Wordlist,Uniform,u,334.0,784.0,NA,FALSE,CN MM,22.8658,99.375,FALSE
pwn,Paiwan,NA,Austronesian>Paiwanic,3,Wordlist,Uniform,i,419.0,2185.0,2630,FALSE,TW,22.3271,120.806,FALSE
pwn,Paiwan,NA,Austronesian>Paiwanic,3,Wordlist,Uniform,u,470.0,809.0,2631,FALSE,TW,22.3271,120.806,FALSE
quz,Quechua,Cusco,Quechuan>QuechuaII>C,5,Carrier sentence,Uniform,i,316.0,2246.0,2839,FALSE,PE,-14.0853,-71.7663,FALSE
quz,Quechua,Cusco,Quechuan>QuechuaII>C,5,Carrier sentence,Uniform,u,370.0,1192.0,2436,FALSE,PE,-14.0853,-71.7663,FALSE
ron,Romanian,Stadard,IndoEuropean>Italic>Romance>EastRomance,3,Wordlist,Uniform,i,232.0,2123.0,2768,FALSE,BG HU MD RO RS UA,46.3913,24.2256,FALSE
ron,Romanian,Stadard,IndoEuropean>Italic>Romance>EastRomance,3,Wordlist,Uniform,u,260.0,695.0,2035,FALSE,BG HU MD RO RS UA,46.3913,24.2256,FALSE
rus,Russian,NA,IndoEuropean>BaltoSlavic>Slavic>EastSlavic,2,Wordlist,Uniform,i,350.0,2460.0,NA,FALSE,BY CN EE FI GE KG KP KZ LT LV MD MN NO PL RO RU TM UA UZ,59.0,50.0,FALSE
rus,Russian,NA,IndoEuropean>BaltoSlavic>Slavic>EastSlavic,2,Wordlist,Uniform,u,380.0,825.0,NA,FALSE,BY CN EE FI GE KG KP KZ LT LV MD MN NO PL RO RU TM UA UZ,59.0,50.0,FALSE
sbz,Kaba,Paoua,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,i,235.0,2031.0,2661,FALSE,CF SD TD,10.5376,22.1637,FALSE
sbz,Kaba,Paoua,NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara,1,Carrier sentence,Long,u,269.0,1088.0,2011,FALSE,CF SD TD,10.5376,22.1637,FALSE
scn,Sicilian,Sallentinian>Lecce,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,4,Meaningful sentence,Uniform,i,336.0,2278.0,2896,FALSE,IT,37.5735,14.0414,FALSE
scn,Sicilian,Sallentinian>Lecce,IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian,4,Meaningful sentence,Uniform,u,373.0,945.0,2690,FALSE,IT,37.5735,14.0414,FALSE
shi,Tachelhit,NA,AfroAsiatic>Berber>Northern>Atlas,1,Carrier sentence,Uniform,i,350.0,1880.0,2760,FALSE,DZ MA,29.7854,-7.77879,FALSE
shi,Tachelhit,NA,AfroAsiatic>Berber>Northern>Atlas,1,Carrier sentence,Uniform,u,390.0,1150.0,2190,FALSE,DZ MA,29.7854,-7.77879,FALSE
shq,Albanian,Central Standard,IndoEuropean>Albanian,1,Wordlist,Uniform,i,342.0,2074.0,2788,TRUE,ZM,-15.5848,27.4534,FALSE
shq,Albanian,Central Standard,IndoEuropean>Albanian,1,Wordlist,Uniform,u,378.0,812.0,2784,TRUE,ZM,-15.5848,27.4534,FALSE
shq,Albanian,Central Standard,IndoEuropean>Albanian,1,Wordlist,Uniform,y,315.0,1624.0,2236,TRUE,ZM,-15.5848,27.4534,FALSE
skf,Sakurabiat,NA,Tupian>Tupari,2,Carrier sentence,Long,i,309.0,2475.0,NA,FALSE,BR,-13.054,-62.0927,FALSE
slk,Slovak,NA,IndoEuropean>Slavic>West>CzeckSlovak,2,Wordlist,Long,i,225.0,2125.0,2683,FALSE,AT CZ HU PL RS SK UA,48.545705,18.78479,FALSE
slk,Slovak,NA,IndoEuropean>Slavic>West>CzeckSlovak,2,Wordlist,Long,u,250.0,750.0,2200,FALSE,AT CZ HU PL RS SK UA,48.545705,18.78479,FALSE
slv,Slovenian,Standard,IndoEuropean>BaltoSlavic>Slavic>South>Western,5,Wordlist,Long,i,282.0,2174.0,2787,FALSE,AT HR HU IT SI,46.2543,14.7766,FALSE
slv,Slovenian,Standard,IndoEuropean>BaltoSlavic>Slavic>South>Western,5,Wordlist,Long,u,321.0,855.0,2446,FALSE,AT HR HU IT SI,46.2543,14.7766,FALSE
sna,Shona,NA,NigerCongo>AtlanticCongo>BantuCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern,3,Carrier sentence,Uniform,i,260.0,1960.0,NA,FALSE,BW ZA ZM ZW,-17.20849,29.75725,FALSE
sna,Shona,NA,NigerCongo>AtlanticCongo>BantuCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern,3,Carrier sentence,Uniform,u,270.0,750.0,NA,FALSE,BW ZA ZM ZW,-17.20849,29.75725,FALSE
snw,Sele,NA,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Lelemi,8,Wordlist,Uniform,i,293.0,2025.0,2956,FALSE,GH,7.17462,0.42458,FALSE
snw,Sele,NA,NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Lelemi,8,Wordlist,Uniform,u,300.0,887.0,2008,FALSE,GH,7.17462,0.42458,FALSE
sot,Sotho,Southern,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern>SothoTswana>Sotho,1,Carrier sentence,Uniform,i,276.0,2264.0,3092,FALSE,LS ZA,-30.4445,27.8951,FALSE
sot,Sotho,Southern,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern>SothoTswana>Sotho,1,Carrier sentence,Uniform,u,255.0,1016.0,2703,FALSE,LS ZA,-30.4445,27.8951,FALSE
spa,Spanish,Canaria,IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian,5,Running speech,Uniform,i,276.0,2057.0,NA,FALSE,AD AR BO BR BZ CL CO CR CU DO EC ES FR GI GT GY HN HT MA MX NI PA PE PR PT PY SV US UY VE,40.4414,-1.11788,FALSE
spa,Spanish,Canaria,IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian,5,Running speech,Uniform,u,281.0,703.0,NA,FALSE,AD AR BO BR BZ CL CO CR CU DO EC ES FR GI GT GY HN HT MA MX NI PA PE PR PT PY SV US UY VE,40.4414,-1.11788,FALSE
sro,Sardinian,Campadinese,IndoEuropean>Italic>Romance>SouthernRomance,2,Wordlist,Uniform,i,290.0,2182.0,2822,FALSE,IT,39.0566,9.03935,FALSE
sro,Sardinian,Campadinese,IndoEuropean>Italic>Romance>SouthernRomance,2,Wordlist,Uniform,u,332.0,785.0,2115,FALSE,IT,39.0566,9.03935,FALSE
ssw,Siswati,NA,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Tekela,5,Wordlist,Uniform,i,343.0,2036.0,NA,FALSE,LS MZ SZ ZA,-26.0,31.5,FALSE
ssw,Siswati,NA,NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Tekela,5,Wordlist,Uniform,u,324.0,786.0,NA,FALSE,LS MZ SZ ZA,-26.0,31.5,FALSE
sun,Sundenese,NA,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,4,Wordlist,Uniform,i,329.0,2310.0,2862,FALSE,ID,-6.89708,107.106,FALSE
sun,Sundenese,NA,Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan,4,Wordlist,Uniform,u,347.0,1087.0,2599,FALSE,ID,-6.89708,107.106,FALSE
swe,Swedish,Helsinki,IndoEuropean>Germanic>NorthGermanic>EastScandinavian,4,Meaningful sentence,Long,i,319.0,2228.0,2972,TRUE,DK FI NO SE,59.800634,17.389526,FALSE
swe,Swedish,Helsinki,IndoEuropean>Germanic>NorthGermanic>EastScandinavian,4,Meaningful sentence,Long,u,328.0,763.0,2365,TRUE,DK FI NO SE,59.800634,17.389526,FALSE
swe,Swedish,Helsinki,IndoEuropean>Germanic>NorthGermanic>EastScandinavian,4,Meaningful sentence,Long,y,318.0,1975.0,2452,TRUE,DK FI NO SE,59.800634,17.389526,FALSE
tca,Ticuna,NA,Isolate,6,Wordlist,Uniform,i,358.0,2450.0,3200,FALSE,BR CO PE,-3.66289,-69.8723,FALSE
tca,Ticuna,NA,Isolate,6,Wordlist,Uniform,u,358.0,825.0,NA,FALSE,BR CO PE,-3.66289,-69.8723,FALSE
tel,Telugu,NA,Dravidian>SouthCentral,3,Wordlist,Long,i,325.0,2260.0,2836,FALSE,IN,16.4529,78.7024,FALSE
tel,Telugu,NA,Dravidian>SouthCentral,3,Wordlist,Long,u,348.0,923.0,2543,FALSE,IN,16.4529,78.7024,FALSE
tha,Thai,Standard,Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng,1,Isolation,Long,i,299.0,2248.0,2968,FALSE,KH MM TH,14.192,100.671,FALSE
tha,Thai,Standard,Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng,1,Isolation,Long,u,366.0,740.0,2548,FALSE,KH MM TH,14.192,100.671,FALSE
tlj,Lubwisi,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita,3,Wordlist,Uniform,i,295.0,2206.0,XXX,FALSE,CD UG,0.676185,29.9494,FALSE
tlj,Lubwisi,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita,3,Wordlist,Uniform,u,332.0,943.0,XXX,FALSE,CD UG,0.676185,29.9494,FALSE
trv,Truku,Hualian,Austronesian>NorthernFormosan>Atayalic,3,Wordlist,Uniform,i,354.0,2294.0,NA,FALSE,TW,23.9032,121.358,FALSE
trv,Truku,Hualian,Austronesian>NorthernFormosan>Atayalic,3,Wordlist,Uniform,u,370.0,915.0,NA,FALSE,TW,23.9032,121.358,FALSE
tsg,Tausug,Sulu,Austronesian>MalayoPolynesian>Philipine>CentralPhilipine>Mansakan,4,Meaningful sentence,Long,i,395.0,2224.0,2885,FALSE,ID MY PH,5.12236,118.88,FALSE
tsg,Tausug,Sulu,Austronesian>MalayoPolynesian>Philipine>CentralPhilipine>Mansakan,4,Meaningful sentence,Long,u,431.0,847.0,2592,FALSE,ID MY PH,5.12236,118.88,FALSE
tsn,Setswana,NA,NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana,5,Wordlist,Uniform,i,306.0,1980.0,2739,FALSE,BW NA ZA ZM ZW,-24.368,24.7587,FALSE
tsn,Setswana,NA,NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana,5,Wordlist,Uniform,u,293.0,1015.0,2267,FALSE,BW NA ZA ZM ZW,-24.368,24.7587,FALSE
tsu,Tsou,Tfuea,Austronesian>TsouRukai>Tsouic,8,Wordlist,Uniform,i,369.0,2157.0,2864,FALSE,TW,23.216,120.787,FALSE
tsu,Tsou,Tfuea,Austronesian>TsouRukai>Tsouic,8,Wordlist,Uniform,u,407.0,915.0,2464,FALSE,TW,23.216,120.787,FALSE
tur,Turkish,Istanbul,Altaic>Turkic>Oghuz>Western,15,Isolation,Uniform,i,286.0,2178.0,2943,TRUE,AL AM AZ BG CY GE GR IQ IR MK SY TR,39.8667,32.8667,FALSE
tur,Turkish,Istanbul,Altaic>Turkic>Oghuz>Western,15,Isolation,Uniform,u,310.0,909.0,2401,TRUE,AL AM AZ BG CY GE GR IQ IR MK SY TR,39.8667,32.8667,FALSE
tur,Turkish,Istanbul,Altaic>Turkic>Oghuz>Western,15,Isolation,Uniform,y,372.0,1633.0,2369,TRUE,AL AM AZ BG CY GE GR IQ IR MK SY TR,39.8667,32.8667,FALSE
udm,Udmurt,Izhevsk,Uralic>FinnoUgric>FinnoPermic>Permic,1,Wordlist,Uniform,i,333.0,2083.0,NA,FALSE,KZ RU,56.12921,52.63548,FALSE
udm,Udmurt,Izhevsk,Uralic>FinnoUgric>FinnoPermic>Permic,1,Wordlist,Uniform,u,373.0,730.0,NA,FALSE,KZ RU,56.12921,52.63548,FALSE
uig,Uyghur,NA,Altaic>Turkic>Uyghuric,3,Wordlist,Uniform,i,270.0,2e3,2933,TRUE,CN IN KG KZ MN PK UZ,43.67,79.75,FALSE
uig,Uyghur,NA,Altaic>Turkic>Uyghuric,3,Wordlist,Uniform,u,353.0,820.0,NA,TRUE,CN IN KG KZ MN PK UZ,43.67,79.75,FALSE
uig,Uyghur,NA,Altaic>Turkic>Uyghuric,3,Wordlist,Uniform,y,307.0,1700.0,2267,TRUE,CN IN KG KZ MN PK UZ,43.67,79.75,FALSE
ukr,Ukrainian,Standard,IndoEuropean>BaltoSlavic>Slavic>Eastern,1,Wordlist,Uniform,i,280.0,2300.0,3000,FALSE,BY HU MD PL RO RU SK UA,48.175842,24.395786,FALSE
ukr,Ukrainian,Standard,IndoEuropean>BaltoSlavic>Slavic>Eastern,1,Wordlist,Uniform,u,350.0,600.0,2470,FALSE,BY HU MD PL RO RU SK UA,48.175842,24.395786,FALSE
urd,Urdu,NA,IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli,5,Wordlist,Long,i,288.0,2297.0,2939,FALSE,AF BD IN PK,25.0,67.0,FALSE
urd,Urdu,NA,IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli,5,Wordlist,Long,u,343.0,818.0,2413,FALSE,AF BD IN PK,25.0,67.0,FALSE
vec,Venetian,Padua,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloItalic,NA,Wordlist,Uniform,i,289.0,2481.0,NA,FALSE,BR,45.503581,12.214167,FALSE
vec,Venetian,Padua,IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloItalic,NA,Wordlist,Uniform,u,313.0,926.0,NA,FALSE,BR,45.503581,12.214167,FALSE
wol,Wolof,Baol,NigerCongo>AtlanticCongo>SenegalGuinea>Senegambian>FulaWolof,1,Running speech,Long,i,240.0,2500.0,NA,FALSE,GM GW ML MR SN,15.2534,-15.383,FALSE
wol,Wolof,Baol,NigerCongo>AtlanticCongo>SenegalGuinea>Senegambian>FulaWolof,1,Running speech,Long,u,250.0,810.0,NA,FALSE,GM GW ML MR SN,15.2534,-15.383,FALSE
wuu,Wu,Ningbo,SinoTibetan>Chinese,10,Carrier sentence,Uniform,i,282.0,2257.0,3288,TRUE,CN,29.8621,119.682,FALSE
wuu,Wu,Ningbo,SinoTibetan>Chinese,10,Carrier sentence,Uniform,u,330.0,772.0,2552,TRUE,CN,29.8621,119.682,FALSE
wuu,Wu,Ningbo,SinoTibetan>Chinese,10,Carrier sentence,Uniform,y,295.0,1982.0,2427,TRUE,CN,29.8621,119.682,FALSE
xal,Oriat,Kalmyk,Altaic>Mongolic>Eastern,4,Wordlist,Long,i,349.0,2105.0,2767,TRUE,CN KZ MN RU,46.566667,45.316667,FALSE
xal,Oriat,Kalmyk,Altaic>Mongolic>Eastern,4,Wordlist,Long,u,382.0,713.0,2566,TRUE,CN KZ MN RU,46.566667,45.316667,FALSE
xal,Oriat,Kalmyk,Altaic>Mongolic>Eastern,4,Wordlist,Long,y,338.0,1729.0,2305,TRUE,CN KZ MN RU,46.566667,45.316667,FALSE
yas,Gunu,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>Mbam>Yambasa,1,Wordlist,Long,i,261.0,2332.0,NA,FALSE,CM,4.63103,11.1837,FALSE
yas,Gunu,NA,NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>Mbam>Yambasa,1,Wordlist,Long,u,330.0,795.0,NA,FALSE,CM,4.63103,11.1837,FALSE
yid,Yiddish,NA,IndoEuropean>Germanic>West>HighGerman,23,Running speech,Uniform,i,389.0,2169.0,NA,FALSE,IL,NA,NA,FALSE
yid,Yiddish,NA,IndoEuropean>Germanic>West>HighGerman,23,Running speech,Uniform,u,345.0,939.0,NA,FALSE,IL,NA,NA,FALSE
yor,Yoruba,NA,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Yoruboid>Edekiri,10,Isolation,Uniform,i,304.0,2205.0,2967,FALSE,BJ NG,7.15345,3.67225,FALSE
yor,Yoruba,NA,NigerCongo>AtlanticCongo>VoltaNiger>YEAI>Yoruboid>Edekiri,10,Isolation,Uniform,u,314.0,842.0,2324,FALSE,BJ NG,7.15345,3.67225,FALSE
yue,Cantonese,Guangzhou,SinoTibetan>Sinitic>Chinese,3,Wordlist,Long,i,280.0,2116.0,3056,TRUE,CN VN,23.0,113.0,FALSE
yue,Cantonese,Guangzhou,SinoTibetan>Sinitic>Chinese,3,Wordlist,Long,u,315.0,685.0,NA,TRUE,CN VN,23.0,113.0,FALSE
yue,Cantonese,Guangzhou,SinoTibetan>Sinitic>Chinese,3,Wordlist,Long,y,285.0,1853.0,2289,TRUE,CN VN,23.0,113.0,FALSE
zai,Juchitan Zapotec,NA,OtoManguean>Zapotecan,1,Wordlist,Uniform,i,320.0,2050.0,NA,FALSE,MX,16.4548,-94.8444,FALSE
zai,Juchitan Zapotec,NA,OtoManguean>Zapotecan,1,Wordlist,Uniform,u,340.0,700.0,NA,FALSE,MX,16.4548,-94.8444,FALSE
